,date,CS,ADMIN0,ADMIN1,ADMIN2
4500,2013-01-01,2.0,Ethiopia,Oromia,Bale
4501,2013-01-01,2.0,Ethiopia,Oromia,Borena
4509,2013-01-01,2.0,Ethiopia,Somali,Jarar
5574,2013-01-01,1.0,Ethiopia,Oromia,East Wellega
3365,2013-01-01,2.0,Ethiopia,SNNPR,Gedeo
4513,2013-01-01,2.0,Ethiopia,Oromia,Gujii
5580,2013-01-01,1.0,Ethiopia,Oromia,Ilubabor
4515,2013-01-01,2.0,Ethiopia,Somali,Fafan
5583,2013-01-01,1.0,Ethiopia,Oromia,Kelem
4517,2013-01-01,2.0,Ethiopia,Somali,Korahe
6432,2013-01-01,3.0,Ethiopia,Somali,Liben
3376,2013-01-01,2.0,Ethiopia,Amhara,North Wollo
3377,2013-01-01,2.0,Ethiopia,Gambela,Nuer
6434,2013-01-01,3.0,Ethiopia,Somali,Sitti
6435,2013-01-01,3.0,Ethiopia,Tigray,South Tigray
6437,2013-01-01,3.0,Ethiopia,Oromia,West Hararge
5597,2013-01-01,1.0,Ethiopia,Oromia,West Wellega
3393,2013-01-01,2.0,Ethiopia,Afar,Awusi
6440,2013-01-01,3.0,Ethiopia,Afar,Fanti
6441,2013-01-01,3.0,Ethiopia,Somali,Shebelle
3399,2013-01-01,2.0,Ethiopia,Gambela,Itang
5604,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5606,2013-01-01,1.0,Ethiopia,Gambela,Agniwak
6445,2013-01-01,3.0,Ethiopia,Oromia,East Hararge
6446,2013-01-01,3.0,Ethiopia,Tigray,East Tigray
5608,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5609,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
6447,2013-01-01,3.0,Ethiopia,Afar,Kilbati
4533,2013-01-01,2.0,Ethiopia,Somali,Nogob
4535,2013-01-01,2.0,Ethiopia,Somali,Dollo
5563,2013-01-01,1.0,Ethiopia,SNNPR,Sheka
4502,2013-01-01,2.0,Ethiopia,SNNPR,Sidama
4503,2013-01-01,2.0,Ethiopia,Somali,Afder
4504,2013-01-01,2.0,Ethiopia,SNNPR,Alaba
5566,2013-01-01,1.0,Ethiopia,Oromia,Arsi
5568,2013-01-01,1.0,Ethiopia,SNNPR,Basketo
5569,2013-01-01,1.0,Ethiopia,SNNPR,Bench Maji
3360,2013-01-01,2.0,Ethiopia,Tigray,Central Tigray
5571,2013-01-01,1.0,Ethiopia,SNNPR,Dawro
6428,2013-01-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
5572,2013-01-01,1.0,Ethiopia,Amhara,East Gojam
5573,2013-01-01,1.0,Ethiopia,Oromia,East Shewa
4511,2013-01-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5578,2013-01-01,1.0,Ethiopia,SNNPR,Gurage
3367,2013-01-01,2.0,Ethiopia,Oromia,Horo Guduru
5581,2013-01-01,1.0,Ethiopia,Oromia,Jimma
3370,2013-01-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5582,2013-01-01,1.0,Ethiopia,SNNPR,Keffa
5584,2013-01-01,1.0,Ethiopia,SNNPR,Konta
5585,2013-01-01,1.0,Ethiopia,Gambela,Mezhenger
5586,2013-01-01,1.0,Ethiopia,Amhara,North Shewa
3378,2013-01-01,2.0,Ethiopia,Amhara,Oromia
5589,2013-01-01,1.0,Ethiopia,Amhara,South Gondar
3381,2013-01-01,2.0,Ethiopia,SNNPR,South Omo
3382,2013-01-01,2.0,Ethiopia,Amhara,South Wollo
3384,2013-01-01,2.0,Ethiopia,Amhara,Argoba
6436,2013-01-01,3.0,Ethiopia,Amhara,Wag Himra
5593,2013-01-01,1.0,Ethiopia,Oromia,West Arsi
5596,2013-01-01,1.0,Ethiopia,Oromia,West Shewa
5598,2013-01-01,1.0,Ethiopia,Tigray,West Tigray
4525,2013-01-01,2.0,Ethiopia,SNNPR,Wolayita
5600,2013-01-01,1.0,Ethiopia,SNNPR,Yem
3394,2013-01-01,2.0,Ethiopia,Afar,Gabi
3396,2013-01-01,2.0,Ethiopia,Afar,Khari
5602,2013-01-01,1.0,Ethiopia,Tigray,Northwest Tigray
5607,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5611,2013-01-01,1.0,Ethiopia,Oromia,South West Shewa
3407,2013-01-01,2.0,Ethiopia,SNNPR,Hadiya
4534,2013-01-01,2.0,Ethiopia,SNNPR,Silltie
3409,2013-01-01,2.0,Ethiopia,Oromia,North Shewa
6429,2013-01-01,3.0,Ethiopia,Harari,Harari
5612,2013-01-01,1.0,Ethiopia,Amhara,North Gondar
5594,2013-01-01,1.0,Ethiopia,Amhara,West Gojam
5567,2013-01-01,1.0,Ethiopia,Amhara,Awi
5605,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6952,2013-01-01,99.0,Ethiopia,Addis Ababa,Region 14
4242,2010-07-01,2.0,Ethiopia,SNNPR,Segen
4243,2010-07-01,2.0,Ethiopia,Oromia,Bale
4245,2010-07-01,2.0,Ethiopia,Oromia,Borena
4254,2010-07-01,2.0,Ethiopia,Somali,Jarar
4372,2010-07-01,1.0,Ethiopia,Oromia,East Wellega
4260,2010-07-01,2.0,Ethiopia,SNNPR,Gedeo
4375,2010-07-01,1.0,Ethiopia,Oromia,Gujii
4379,2010-07-01,1.0,Ethiopia,Oromia,Ilubabor
4265,2010-07-01,2.0,Ethiopia,Somali,Fafan
4382,2010-07-01,1.0,Ethiopia,Oromia,Kelem
4271,2010-07-01,2.0,Ethiopia,Somali,Korahe
4272,2010-07-01,2.0,Ethiopia,Somali,Liben
4275,2010-07-01,2.0,Ethiopia,Amhara,North Wollo
3963,2010-07-01,3.0,Ethiopia,Gambela,Nuer
4278,2010-07-01,2.0,Ethiopia,Somali,Sitti
3969,2010-07-01,3.0,Ethiopia,Tigray,South Tigray
3972,2010-07-01,3.0,Ethiopia,Oromia,West Hararge
4392,2010-07-01,1.0,Ethiopia,Oromia,West Wellega
4292,2010-07-01,2.0,Ethiopia,Afar,Awusi
3977,2010-07-01,3.0,Ethiopia,Afar,Fanti
4296,2010-07-01,2.0,Ethiopia,Somali,Shebelle
3981,2010-07-01,3.0,Ethiopia,Gambela,Itang
4396,2010-07-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3983,2010-07-01,3.0,Ethiopia,Gambela,Agniwak
3985,2010-07-01,3.0,Ethiopia,Oromia,East Hararge
3986,2010-07-01,3.0,Ethiopia,Tigray,East Tigray
4401,2010-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
4402,2010-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3989,2010-07-01,3.0,Ethiopia,Afar,Kilbati
4308,2010-07-01,2.0,Ethiopia,Somali,Nogob
4310,2010-07-01,2.0,Ethiopia,Somali,Dollo
4362,2010-07-01,1.0,Ethiopia,SNNPR,Sheka
4246,2010-07-01,2.0,Ethiopia,SNNPR,Sidama
4247,2010-07-01,2.0,Ethiopia,Somali,Afder
3941,2010-07-01,3.0,Ethiopia,SNNPR,Alaba
4249,2010-07-01,2.0,Ethiopia,Oromia,Arsi
4250,2010-07-01,2.0,Ethiopia,SNNPR,Basketo
4368,2010-07-01,1.0,Ethiopia,SNNPR,Bench Maji
3944,2010-07-01,3.0,Ethiopia,Tigray,Central Tigray
4253,2010-07-01,2.0,Ethiopia,SNNPR,Dawro
6752,2010-07-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
4370,2010-07-01,1.0,Ethiopia,Amhara,East Gojam
3948,2010-07-01,3.0,Ethiopia,Oromia,East Shewa
3949,2010-07-01,3.0,Ethiopia,SNNPR,Gamo Gofa
4262,2010-07-01,2.0,Ethiopia,SNNPR,Gurage
4378,2010-07-01,1.0,Ethiopia,Oromia,Horo Guduru
4380,2010-07-01,1.0,Ethiopia,Oromia,Jimma
4267,2010-07-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
4381,2010-07-01,1.0,Ethiopia,SNNPR,Keffa
4270,2010-07-01,2.0,Ethiopia,SNNPR,Konta
4384,2010-07-01,1.0,Ethiopia,Gambela,Mezhenger
3961,2010-07-01,3.0,Ethiopia,Amhara,North Shewa
4277,2010-07-01,2.0,Ethiopia,Amhara,Oromia
4386,2010-07-01,1.0,Ethiopia,Amhara,South Gondar
4280,2010-07-01,2.0,Ethiopia,SNNPR,South Omo
4281,2010-07-01,2.0,Ethiopia,Amhara,South Wollo
4283,2010-07-01,2.0,Ethiopia,Amhara,Argoba
3970,2010-07-01,3.0,Ethiopia,Amhara,Wag Himra
4389,2010-07-01,1.0,Ethiopia,Oromia,West Arsi
4287,2010-07-01,2.0,Ethiopia,Oromia,West Shewa
4393,2010-07-01,1.0,Ethiopia,Tigray,West Tigray
4290,2010-07-01,2.0,Ethiopia,SNNPR,Wolayita
4394,2010-07-01,1.0,Ethiopia,SNNPR,Yem
4293,2010-07-01,2.0,Ethiopia,Afar,Gabi
4295,2010-07-01,2.0,Ethiopia,Afar,Khari
4297,2010-07-01,2.0,Ethiopia,Tigray,Northwest Tigray
4301,2010-07-01,2.0,Ethiopia,Benshangul Gumuz,Asosa
4404,2010-07-01,1.0,Ethiopia,Oromia,South West Shewa
4307,2010-07-01,2.0,Ethiopia,SNNPR,Hadiya
3993,2010-07-01,3.0,Ethiopia,SNNPR,Silltie
4311,2010-07-01,2.0,Ethiopia,Oromia,North Shewa
4377,2010-07-01,1.0,Ethiopia,Harari,Harari
4405,2010-07-01,1.0,Ethiopia,Amhara,North Gondar
4390,2010-07-01,1.0,Ethiopia,Amhara,West Gojam
4366,2010-07-01,1.0,Ethiopia,Amhara,Awi
4397,2010-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6759,2010-07-01,99.0,Ethiopia,Addis Ababa,Region 14
4185,2009-07-01,3.0,Ethiopia,SNNPR,Segen
4186,2009-07-01,3.0,Ethiopia,Oromia,Bale
4187,2009-07-01,3.0,Ethiopia,Oromia,Borena
4716,2009-07-01,4.0,Ethiopia,Somali,Jarar
6174,2009-07-01,1.0,Ethiopia,Oromia,East Wellega
4201,2009-07-01,3.0,Ethiopia,SNNPR,Gedeo
4202,2009-07-01,3.0,Ethiopia,Oromia,Gujii
6180,2009-07-01,1.0,Ethiopia,Oromia,Ilubabor
4206,2009-07-01,3.0,Ethiopia,Somali,Fafan
6183,2009-07-01,1.0,Ethiopia,Oromia,Kelem
4718,2009-07-01,4.0,Ethiopia,Somali,Korahe
4209,2009-07-01,3.0,Ethiopia,Somali,Liben
4211,2009-07-01,3.0,Ethiopia,Amhara,North Wollo
4155,2009-07-01,2.0,Ethiopia,Gambela,Nuer
4214,2009-07-01,3.0,Ethiopia,Somali,Sitti
4218,2009-07-01,3.0,Ethiopia,Tigray,South Tigray
4222,2009-07-01,3.0,Ethiopia,Oromia,West Hararge
6193,2009-07-01,1.0,Ethiopia,Oromia,West Wellega
4227,2009-07-01,3.0,Ethiopia,Afar,Awusi
4229,2009-07-01,3.0,Ethiopia,Afar,Fanti
4721,2009-07-01,4.0,Ethiopia,Somali,Shebelle
4172,2009-07-01,2.0,Ethiopia,Gambela,Itang
6199,2009-07-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
4174,2009-07-01,2.0,Ethiopia,Gambela,Agniwak
4233,2009-07-01,3.0,Ethiopia,Oromia,East Hararge
4234,2009-07-01,3.0,Ethiopia,Tigray,East Tigray
6203,2009-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
6204,2009-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
4237,2009-07-01,3.0,Ethiopia,Afar,Kilbati
4724,2009-07-01,4.0,Ethiopia,Somali,Nogob
4725,2009-07-01,4.0,Ethiopia,Somali,Dollo
6163,2009-07-01,1.0,Ethiopia,SNNPR,Sheka
4188,2009-07-01,3.0,Ethiopia,SNNPR,Sidama
4189,2009-07-01,3.0,Ethiopia,Somali,Afder
4190,2009-07-01,3.0,Ethiopia,SNNPR,Alaba
4191,2009-07-01,3.0,Ethiopia,Oromia,Arsi
6169,2009-07-01,1.0,Ethiopia,SNNPR,Basketo
4136,2009-07-01,2.0,Ethiopia,SNNPR,Bench Maji
4137,2009-07-01,2.0,Ethiopia,Tigray,Central Tigray
4138,2009-07-01,2.0,Ethiopia,SNNPR,Dawro
4139,2009-07-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
6172,2009-07-01,1.0,Ethiopia,Amhara,East Gojam
6173,2009-07-01,1.0,Ethiopia,Oromia,East Shewa
4200,2009-07-01,3.0,Ethiopia,SNNPR,Gamo Gofa
4203,2009-07-01,3.0,Ethiopia,SNNPR,Gurage
6179,2009-07-01,1.0,Ethiopia,Oromia,Horo Guduru
6181,2009-07-01,1.0,Ethiopia,Oromia,Jimma
4208,2009-07-01,3.0,Ethiopia,SNNPR,Kembata Tembaro
6182,2009-07-01,1.0,Ethiopia,SNNPR,Keffa
6184,2009-07-01,1.0,Ethiopia,SNNPR,Konta
6185,2009-07-01,1.0,Ethiopia,Gambela,Mezhenger
4153,2009-07-01,2.0,Ethiopia,Amhara,North Shewa
4213,2009-07-01,3.0,Ethiopia,Amhara,Oromia
6187,2009-07-01,1.0,Ethiopia,Amhara,South Gondar
4216,2009-07-01,3.0,Ethiopia,SNNPR,South Omo
4217,2009-07-01,3.0,Ethiopia,Amhara,South Wollo
4219,2009-07-01,3.0,Ethiopia,Amhara,Argoba
4220,2009-07-01,3.0,Ethiopia,Amhara,Wag Himra
4221,2009-07-01,3.0,Ethiopia,Oromia,West Arsi
4164,2009-07-01,2.0,Ethiopia,Oromia,West Shewa
6194,2009-07-01,1.0,Ethiopia,Tigray,West Tigray
4225,2009-07-01,3.0,Ethiopia,SNNPR,Wolayita
6195,2009-07-01,1.0,Ethiopia,SNNPR,Yem
4169,2009-07-01,2.0,Ethiopia,Afar,Gabi
4230,2009-07-01,3.0,Ethiopia,Afar,Khari
4171,2009-07-01,2.0,Ethiopia,Tigray,Northwest Tigray
6202,2009-07-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
6206,2009-07-01,1.0,Ethiopia,Oromia,South West Shewa
4239,2009-07-01,3.0,Ethiopia,SNNPR,Hadiya
4241,2009-07-01,3.0,Ethiopia,SNNPR,Silltie
6209,2009-07-01,1.0,Ethiopia,Oromia,North Shewa
4145,2009-07-01,2.0,Ethiopia,Harari,Harari
6207,2009-07-01,1.0,Ethiopia,Amhara,North Gondar
6191,2009-07-01,1.0,Ethiopia,Amhara,West Gojam
6168,2009-07-01,1.0,Ethiopia,Amhara,Awi
6200,2009-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6647,2009-07-01,99.0,Ethiopia,Addis Ababa,Region 14
4602,2018-12-01,99.0,Ethiopia,SNNPR,Segen
4603,2018-12-01,99.0,Ethiopia,Oromia,Bale
4605,2018-12-01,99.0,Ethiopia,Oromia,Borena
4615,2018-12-01,99.0,Ethiopia,Somali,Jarar
4619,2018-12-01,99.0,Ethiopia,Oromia,East Wellega
4621,2018-12-01,99.0,Ethiopia,SNNPR,Gedeo
4622,2018-12-01,99.0,Ethiopia,Oromia,Gujii
4626,2018-12-01,99.0,Ethiopia,Oromia,Ilubabor
4627,2018-12-01,99.0,Ethiopia,Somali,Fafan
4631,2018-12-01,99.0,Ethiopia,Oromia,Kelem
4633,2018-12-01,99.0,Ethiopia,Somali,Korahe
4634,2018-12-01,99.0,Ethiopia,Somali,Liben
4637,2018-12-01,99.0,Ethiopia,Amhara,North Wollo
4638,2018-12-01,99.0,Ethiopia,Gambela,Nuer
4640,2018-12-01,99.0,Ethiopia,Somali,Sitti
4644,2018-12-01,99.0,Ethiopia,Tigray,South Tigray
4649,2018-12-01,99.0,Ethiopia,Oromia,West Hararge
4651,2018-12-01,99.0,Ethiopia,Oromia,West Wellega
4655,2018-12-01,99.0,Ethiopia,Afar,Awusi
4657,2018-12-01,99.0,Ethiopia,Afar,Fanti
4659,2018-12-01,99.0,Ethiopia,Somali,Shebelle
4661,2018-12-01,99.0,Ethiopia,Gambela,Itang
4662,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Mao-Komo
4664,2018-12-01,99.0,Ethiopia,Gambela,Agniwak
4666,2018-12-01,99.0,Ethiopia,Oromia,East Hararge
4667,2018-12-01,99.0,Ethiopia,Tigray,East Tigray
4668,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Kemashi
4669,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Metekel
4672,2018-12-01,99.0,Ethiopia,Afar,Kilbati
4675,2018-12-01,99.0,Ethiopia,Somali,Nogob
4677,2018-12-01,99.0,Ethiopia,Somali,Dollo
4604,2018-12-01,99.0,Ethiopia,SNNPR,Sheka
4606,2018-12-01,99.0,Ethiopia,SNNPR,Sidama
4607,2018-12-01,99.0,Ethiopia,Somali,Afder
4608,2018-12-01,99.0,Ethiopia,SNNPR,Alaba
4609,2018-12-01,99.0,Ethiopia,Oromia,Arsi
4611,2018-12-01,99.0,Ethiopia,SNNPR,Basketo
4612,2018-12-01,99.0,Ethiopia,SNNPR,Bench Maji
4613,2018-12-01,99.0,Ethiopia,Tigray,Central Tigray
4614,2018-12-01,99.0,Ethiopia,SNNPR,Dawro
4616,2018-12-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
4617,2018-12-01,99.0,Ethiopia,Amhara,East Gojam
4618,2018-12-01,99.0,Ethiopia,Oromia,East Shewa
4620,2018-12-01,99.0,Ethiopia,SNNPR,Gamo Gofa
4623,2018-12-01,99.0,Ethiopia,SNNPR,Gurage
4625,2018-12-01,99.0,Ethiopia,Oromia,Horo Guduru
4628,2018-12-01,99.0,Ethiopia,Oromia,Jimma
4629,2018-12-01,99.0,Ethiopia,SNNPR,Kembata Tembaro
4630,2018-12-01,99.0,Ethiopia,SNNPR,Keffa
4632,2018-12-01,99.0,Ethiopia,SNNPR,Konta
4635,2018-12-01,99.0,Ethiopia,Gambela,Mezhenger
4636,2018-12-01,99.0,Ethiopia,Amhara,North Shewa
4639,2018-12-01,99.0,Ethiopia,Amhara,Oromia
4641,2018-12-01,99.0,Ethiopia,Amhara,South Gondar
4642,2018-12-01,99.0,Ethiopia,SNNPR,South Omo
4643,2018-12-01,99.0,Ethiopia,Amhara,South Wollo
4645,2018-12-01,99.0,Ethiopia,Amhara,Argoba
4646,2018-12-01,99.0,Ethiopia,Amhara,Wag Himra
4647,2018-12-01,99.0,Ethiopia,Oromia,West Arsi
4650,2018-12-01,99.0,Ethiopia,Oromia,West Shewa
4652,2018-12-01,99.0,Ethiopia,Tigray,West Tigray
4653,2018-12-01,99.0,Ethiopia,SNNPR,Wolayita
4654,2018-12-01,99.0,Ethiopia,SNNPR,Yem
4656,2018-12-01,99.0,Ethiopia,Afar,Gabi
4658,2018-12-01,99.0,Ethiopia,Afar,Khari
4660,2018-12-01,99.0,Ethiopia,Tigray,Northwest Tigray
4665,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Asosa
4671,2018-12-01,99.0,Ethiopia,Oromia,South West Shewa
4674,2018-12-01,99.0,Ethiopia,SNNPR,Hadiya
4676,2018-12-01,99.0,Ethiopia,SNNPR,Silltie
4678,2018-12-01,99.0,Ethiopia,Oromia,North Shewa
4624,2018-12-01,99.0,Ethiopia,Harari,Harari
4673,2018-12-01,99.0,Ethiopia,Amhara,North Gondar
4648,2018-12-01,99.0,Ethiopia,Amhara,West Gojam
4610,2018-12-01,99.0,Ethiopia,Amhara,Awi
4663,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Pawe
4670,2018-12-01,99.0,Ethiopia,Addis Ababa,Region 14
